id,sex_cat_sen,age_sen,race_cat_sen,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree_cat,went_to_jail_cat,days_jail,predict_feat,age_sen_cat
10243,Female,29,Hispanic,0,0,0,0,M,False,1,0,25_to_45
4530,Male,25,Other,0,0,0,2,F,False,0,0,25_to_45
3441,Male,49,Caucasian,0,0,0,0,F,True,2,0,45_to_65
10814,Male,54,African-American,0,0,0,10,F,True,1,0,45_to_65
8755,Male,36,Hispanic,0,0,0,0,M,True,2,0,25_to_45
1852,Male,28,African-American,0,0,0,7,F,False,2,0,25_to_45
7712,Male,23,African-American,0,0,0,0,M,False,33,0,18_to_25
7022,Male,25,African-American,0,0,0,0,M,True,2,0,25_to_45
9801,Male,25,African-American,0,0,0,4,M,False,5,0,25_to_45
6855,Male,31,Caucasian,0,0,0,1,F,False,2,0,25_to_45
4310,Male,21,Caucasian,0,0,0,1,F,False,6,0,18_to_25
4228,Male,31,Caucasian,0,1,1,4,F,True,2,1,25_to_45
8288,Male,37,African-American,0,0,0,8,F,True,15,0,25_to_45
5351,Male,21,Caucasian,0,0,1,0,M,False,1,0,18_to_25
2685,Female,21,African-American,0,0,0,0,F,False,1,0,18_to_25
9096,Male,25,African-American,0,0,0,5,F,False,37,0,25_to_45
5921,Male,52,Caucasian,0,0,0,4,M,True,2,0,45_to_65
4375,Male,37,Caucasian,0,0,0,1,M,True,0,0,25_to_45
646,Male,48,Hispanic,0,0,0,1,M,False,1,0,45_to_65
6878,Male,47,Caucasian,0,0,0,1,F,True,82,0,45_to_65
2746,Male,48,Caucasian,0,0,0,1,M,True,1,0,45_to_65
10423,Male,28,Caucasian,0,0,0,2,F,True,43,0,25_to_45
5290,Male,67,Caucasian,0,0,0,0,M,False,2,0,65_and_over
3278,Male,25,African-American,0,0,0,4,F,False,1,1,25_to_45
7580,Female,51,Caucasian,0,0,0,2,F,False,7,1,45_to_65
7476,Male,68,African-American,0,0,0,6,M,False,3,0,65_and_over
7920,Male,22,African-American,0,0,0,0,F,False,1,0,18_to_25
10588,Male,25,Hispanic,0,0,0,1,F,False,4,0,25_to_45
9046,Male,34,Caucasian,0,0,0,1,M,False,2,0,25_to_45
10864,Male,22,African-American,0,0,1,1,F,True,1,0,18_to_25
1346,Male,32,African-American,0,0,0,4,F,False,109,0,25_to_45
3431,Female,28,African-American,0,0,0,0,M,False,1,0,25_to_45
6376,Male,60,African-American,0,0,0,2,F,False,1,0,45_to_65
8279,Male,33,Other,0,0,0,5,F,False,3,0,25_to_45
5976,Male,28,Caucasian,0,0,0,1,F,True,1,0,25_to_45
1874,Female,28,Caucasian,0,0,0,1,M,False,2,0,25_to_45
2661,Female,44,Caucasian,0,0,0,11,F,True,27,0,25_to_45
3156,Male,49,Caucasian,0,0,0,4,F,False,6,0,45_to_65
1283,Male,21,African-American,0,1,1,1,F,True,3,1,18_to_25
6763,Female,36,Caucasian,0,0,0,0,M,False,1,0,25_to_45
9880,Female,46,Caucasian,0,0,0,0,M,False,0,0,45_to_65
8726,Female,29,Hispanic,0,0,0,1,F,False,2,0,25_to_45
9592,Male,25,Caucasian,0,0,0,1,F,False,1,0,25_to_45
10195,Male,27,Other,0,0,0,0,M,False,1,0,25_to_45
6744,Male,25,African-American,0,1,0,3,M,True,81,1,25_to_45
4961,Male,27,Other,0,0,0,0,F,True,2,0,25_to_45
1242,Female,37,Other,0,0,0,0,M,True,1,0,25_to_45
9262,Male,35,African-American,0,0,0,1,F,False,1,1,25_to_45
10893,Male,58,Caucasian,0,0,0,8,M,False,2,0,45_to_65
6000,Female,23,African-American,0,0,0,0,F,False,3,0,18_to_25
10315,Male,44,African-American,0,0,0,0,F,False,1,0,25_to_45
302,Female,35,African-American,0,1,0,23,F,False,3,1,25_to_45
2908,Male,23,African-American,0,0,0,0,F,False,4,0,18_to_25
5965,Female,24,Caucasian,0,0,1,7,M,True,126,1,18_to_25
9254,Male,33,African-American,0,0,0,3,F,False,1,0,25_to_45
10522,Female,67,Caucasian,0,0,0,0,M,False,1,0,65_and_over
509,Female,30,Caucasian,0,0,0,0,M,False,4,0,25_to_45
4377,Male,23,African-American,0,0,0,3,F,True,92,1,18_to_25
4085,Male,55,Caucasian,0,0,0,1,F,False,1,0,45_to_65
6226,Female,44,Caucasian,0,0,0,0,M,True,1,0,25_to_45
6829,Male,49,African-American,0,0,0,0,M,True,0,0,45_to_65
7613,Male,51,Hispanic,0,0,0,1,F,False,7,0,45_to_65
5167,Male,29,Caucasian,0,0,1,8,M,False,0,1,25_to_45
7663,Female,51,Caucasian,0,0,0,0,F,False,2,0,45_to_65
6094,Male,30,Caucasian,0,0,1,7,F,True,1,1,25_to_45
4434,Male,26,Caucasian,0,0,0,9,M,True,2,0,25_to_45
5989,Female,44,Caucasian,0,0,0,0,M,False,1,0,25_to_45
7341,Male,25,African-American,0,0,0,0,M,True,0,0,25_to_45
8554,Male,30,African-American,0,0,0,0,F,True,2,0,25_to_45
2864,Male,35,African-American,0,0,0,7,F,True,1,0,25_to_45
6911,Male,20,Hispanic,0,0,0,0,M,False,1,0,18_to_25
1141,Male,39,African-American,0,4,0,10,M,False,41,1,25_to_45
1571,Male,46,Caucasian,0,0,0,0,F,False,1,0,45_to_65
1945,Male,28,African-American,0,0,0,0,F,False,0,0,25_to_45
194,Male,42,Caucasian,0,0,0,6,F,False,0,0,25_to_45
9855,Male,54,Caucasian,0,0,0,3,F,False,1,0,45_to_65
9656,Male,31,African-American,0,0,0,6,F,False,1,0,25_to_45
1227,Male,36,Hispanic,0,0,0,11,F,False,79,0,25_to_45
232,Female,26,Caucasian,0,0,0,0,M,False,1,0,25_to_45
7413,Male,21,African-American,0,0,0,3,F,True,1,0,18_to_25
3351,Female,28,African-American,0,0,0,3,F,False,5,0,25_to_45
90,Male,27,African-American,1,1,2,15,F,True,2,1,25_to_45
9545,Male,55,African-American,0,0,0,5,F,False,301,0,45_to_65
222,Female,43,Caucasian,0,0,0,0,M,False,1,0,25_to_45
8783,Male,57,African-American,0,0,0,11,F,False,321,0,45_to_65
5458,Male,24,African-American,0,0,0,1,F,True,2,0,18_to_25
4948,Male,29,Caucasian,0,0,0,1,F,False,15,0,25_to_45
5497,Male,43,Hispanic,0,0,0,0,M,False,1,0,25_to_45
7530,Female,43,African-American,0,0,1,9,M,False,2,1,25_to_45
882,Male,50,Caucasian,0,0,0,5,F,True,2,0,45_to_65
8317,Male,37,Hispanic,0,0,0,4,F,False,0,0,25_to_45
6362,Female,29,Hispanic,0,0,0,0,F,False,2,0,25_to_45
8405,Male,40,African-American,0,0,0,2,F,False,2,0,25_to_45
7012,Male,28,African-American,0,0,0,0,F,False,1,0,25_to_45
1673,Male,29,Caucasian,0,0,0,7,M,False,46,0,25_to_45
252,Male,31,Caucasian,0,0,0,0,F,False,3,0,25_to_45
2536,Male,57,African-American,0,0,0,27,M,False,10,1,45_to_65
10570,Male,45,Caucasian,0,0,0,0,F,False,2,0,45_to_65
9695,Male,30,Caucasian,0,0,0,1,M,False,1,0,25_to_45
8835,Male,29,African-American,0,0,0,3,M,False,2,0,25_to_45
9755,Male,41,African-American,0,0,0,6,F,False,40,0,25_to_45
8174,Male,27,African-American,0,0,0,1,F,True,1,0,25_to_45
4336,Male,23,African-American,0,0,0,1,F,False,1,0,18_to_25
2993,Male,20,Hispanic,2,0,0,2,F,True,22,1,18_to_25
6195,Female,24,Caucasian,0,1,0,3,M,False,1,0,18_to_25
6481,Female,23,African-American,0,0,0,0,M,True,2,0,18_to_25
4784,Male,40,African-American,1,0,0,15,F,False,55,1,25_to_45
195,Female,25,Caucasian,0,0,0,2,F,False,4,0,25_to_45
6301,Male,33,African-American,0,0,0,1,F,True,1,0,25_to_45
4536,Female,44,Caucasian,0,0,0,1,F,False,1,0,25_to_45
7219,Male,32,African-American,0,0,0,3,F,False,1,0,25_to_45
2939,Female,24,African-American,0,0,0,6,M,False,311,0,18_to_25
4083,Male,23,Other,0,0,0,2,M,False,0,1,18_to_25
8150,Female,27,African-American,0,0,0,2,M,False,0,0,25_to_45
9539,Male,28,Caucasian,0,0,0,1,F,False,15,1,25_to_45
5667,Male,35,Hispanic,0,0,0,5,M,True,3,0,25_to_45
495,Female,36,African-American,0,0,0,0,F,False,13,0,25_to_45
8595,Male,47,Caucasian,0,0,0,11,F,False,90,0,45_to_65
1578,Male,39,Caucasian,0,0,0,1,F,False,15,0,25_to_45
2579,Female,36,African-American,0,0,0,0,M,False,1,0,25_to_45
963,Male,25,Caucasian,0,0,0,1,F,False,2,0,25_to_45
5461,Male,35,African-American,0,0,0,1,F,False,1,0,25_to_45
8635,Male,52,African-American,0,0,0,0,F,False,2,0,45_to_65
5558,Male,25,Caucasian,0,0,0,1,M,False,43,0,25_to_45
9920,Female,50,Caucasian,0,0,0,0,M,True,1,0,45_to_65
6099,Male,33,African-American,0,0,0,17,F,False,0,1,25_to_45
8794,Female,30,Caucasian,0,0,1,1,F,False,1,0,25_to_45
4065,Male,23,Caucasian,0,0,1,3,F,False,42,0,18_to_25
277,Male,47,African-American,0,0,0,23,M,True,1,1,45_to_65
10188,Male,31,Caucasian,0,0,0,3,M,True,1,0,25_to_45
3475,Male,43,Caucasian,0,0,0,5,F,False,1,0,25_to_45
7520,Female,23,Caucasian,0,0,0,0,M,False,0,0,18_to_25
8212,Male,33,Caucasian,0,0,0,0,F,False,1,0,25_to_45
390,Male,27,African-American,0,0,0,4,F,False,1,0,25_to_45
6965,Female,41,Other,0,0,0,2,F,False,16,0,25_to_45
1942,Male,28,Caucasian,0,0,0,2,M,False,2,0,25_to_45
4075,Male,41,African-American,0,0,0,13,F,False,3,0,25_to_45
1388,Female,57,Caucasian,0,0,0,1,F,False,2,0,45_to_65
7143,Male,57,African-American,0,0,0,1,F,False,2,0,45_to_65
1169,Male,29,African-American,0,0,0,1,M,False,4,0,25_to_45
4185,Male,20,Other,0,0,0,0,M,True,1,0,18_to_25
3247,Male,34,Caucasian,0,0,0,1,F,False,3,0,25_to_45
10823,Male,44,Hispanic,0,0,0,0,M,False,2,0,25_to_45
7944,Male,36,Caucasian,0,0,0,2,M,False,1,0,25_to_45
4331,Male,50,African-American,0,0,2,24,M,True,33,1,45_to_65
4439,Female,22,Caucasian,0,0,0,2,M,False,1,0,18_to_25
7943,Male,52,Hispanic,0,0,0,0,M,False,1,0,45_to_65
10371,Male,45,Hispanic,0,0,0,3,F,False,1,0,45_to_65
8686,Female,21,Caucasian,0,0,0,1,M,False,66,0,18_to_25
8695,Male,50,Caucasian,0,0,0,0,F,False,3,0,45_to_65
8289,Male,29,Caucasian,0,0,0,1,F,False,1,0,25_to_45
152,Male,24,African-American,0,0,0,1,F,False,138,0,18_to_25
4586,Male,57,Other,0,0,0,10,F,True,182,0,45_to_65
1678,Male,66,African-American,0,0,0,3,F,False,1,0,65_and_over
537,Male,49,African-American,0,0,0,3,F,False,4,0,45_to_65
4187,Female,44,Caucasian,0,0,0,1,F,True,2,0,25_to_45
1,Male,69,Other,0,0,0,0,F,False,1,0,65_and_over
10239,Male,36,African-American,0,0,0,0,F,False,1,0,25_to_45
7301,Male,36,African-American,0,0,0,2,F,True,3,0,25_to_45
9241,Male,43,Caucasian,0,0,0,2,F,False,1,0,25_to_45
4082,Male,24,Caucasian,0,0,0,0,F,True,37,0,18_to_25
9203,Male,31,Hispanic,0,0,0,1,F,False,6,0,25_to_45
7649,Male,46,African-American,0,0,0,3,F,True,2,0,45_to_65
9651,Male,41,Hispanic,0,0,0,3,F,False,2,0,25_to_45
4416,Male,58,Caucasian,0,0,0,3,F,False,3,0,45_to_65
10940,Male,30,Caucasian,0,0,0,2,M,False,7,1,25_to_45
2393,Male,22,African-American,0,0,0,0,F,False,2,0,18_to_25
3934,Male,52,African-American,0,0,0,7,F,True,182,0,45_to_65
10280,Male,27,African-American,0,0,0,2,F,True,1,1,25_to_45
10212,Male,67,African-American,0,0,0,3,F,False,0,0,65_and_over
5330,Male,29,African-American,0,0,0,0,M,False,2,0,25_to_45
4710,Female,30,Caucasian,0,0,0,9,F,True,5,0,25_to_45
3410,Male,45,African-American,0,0,0,1,F,False,3,0,45_to_65
1752,Female,60,Caucasian,0,0,0,0,F,False,14,0,45_to_65
3306,Male,33,Caucasian,0,0,0,1,M,False,2,0,25_to_45
8320,Male,25,Other,0,0,0,1,F,True,69,0,25_to_45
3789,Male,29,Caucasian,0,0,0,0,F,False,2,0,25_to_45
9528,Male,59,African-American,0,0,0,17,F,False,179,0,45_to_65
9838,Male,49,African-American,0,0,0,0,F,False,1,0,45_to_65
2410,Female,33,Hispanic,0,0,0,2,M,False,3,0,25_to_45
5740,Male,31,African-American,0,0,0,9,M,False,1,0,25_to_45
4179,Male,22,African-American,0,0,0,0,F,True,0,0,18_to_25
5671,Male,32,Caucasian,0,0,0,3,F,True,0,0,25_to_45
3031,Male,29,Caucasian,0,0,0,7,F,False,2,1,25_to_45
5153,Male,37,African-American,1,8,5,23,F,True,2,1,25_to_45
9758,Male,29,Caucasian,0,0,0,6,F,True,1,0,25_to_45
4362,Male,40,Other,0,0,0,4,F,True,16,0,25_to_45
8776,Male,25,Caucasian,0,0,0,7,F,True,44,1,25_to_45
4493,Male,32,African-American,0,0,4,9,F,False,1,1,25_to_45
10448,Male,48,African-American,0,0,0,11,M,False,57,0,45_to_65
2269,Female,47,African-American,0,0,0,1,F,False,0,0,45_to_65
6937,Female,29,Caucasian,0,0,0,0,F,False,29,0,25_to_45
1674,Male,24,African-American,0,0,0,1,F,False,59,0,18_to_25
8716,Male,30,African-American,0,0,0,0,M,False,1,0,25_to_45
3730,Male,24,Hispanic,0,0,0,0,F,True,2,0,18_to_25
541,Female,26,African-American,0,0,0,0,M,False,0,1,25_to_45
6431,Female,24,Other,0,0,0,2,F,True,2,0,18_to_25
301,Male,44,Caucasian,0,0,0,4,M,False,2,0,25_to_45
10065,Male,26,Caucasian,0,0,0,1,M,False,1,0,25_to_45
6287,Male,32,Caucasian,0,0,0,0,M,False,20,0,25_to_45
3785,Male,21,Caucasian,0,1,1,1,M,True,1,0,18_to_25
1860,Male,21,Caucasian,0,0,0,1,F,False,2,0,18_to_25
2480,Male,43,African-American,0,0,0,1,F,False,2,0,25_to_45
7821,Male,30,Caucasian,0,0,0,1,F,False,2,1,25_to_45
3863,Male,26,Caucasian,0,0,0,0,M,False,1,0,25_to_45
2765,Female,26,African-American,0,0,0,0,M,False,0,0,25_to_45
10006,Male,20,Caucasian,0,0,0,0,M,True,1,1,18_to_25
345,Male,52,Caucasian,0,0,0,0,F,False,1,0,45_to_65
3113,Male,34,Hispanic,0,0,0,2,F,True,10,0,25_to_45
9260,Female,57,Caucasian,0,0,0,4,F,False,258,0,45_to_65
10115,Male,35,African-American,0,0,0,5,F,False,0,0,25_to_45
812,Male,31,African-American,0,0,0,0,F,False,1,0,25_to_45
6575,Male,44,Hispanic,0,0,0,2,F,False,1,0,25_to_45
5372,Female,29,African-American,0,0,0,0,F,False,1,0,25_to_45
2896,Male,28,African-American,0,0,0,5,F,True,29,0,25_to_45
2766,Male,28,African-American,0,0,0,8,F,False,21,1,25_to_45
9043,Male,32,Caucasian,0,0,0,5,F,True,1,0,25_to_45
713,Male,58,African-American,0,0,0,12,M,True,4,0,45_to_65
3533,Male,26,Caucasian,0,3,0,8,F,False,42,1,25_to_45
7340,Female,31,Caucasian,0,0,0,0,F,True,1,0,25_to_45
3290,Male,29,African-American,0,0,0,0,F,False,1,0,25_to_45
9042,Male,69,Caucasian,0,0,0,0,F,False,1,0,65_and_over
9750,Male,24,African-American,0,0,1,0,F,False,2,0,18_to_25
6748,Male,23,Other,0,0,0,0,M,False,1,0,18_to_25
4979,Male,42,African-American,0,0,0,6,F,True,1,1,25_to_45
361,Male,53,Caucasian,0,0,0,1,M,False,2,0,45_to_65
10964,Male,36,African-American,0,0,0,9,F,False,58,0,25_to_45
1706,Male,33,African-American,0,0,0,4,M,True,2,0,25_to_45
4912,Male,23,Hispanic,0,0,0,6,M,False,35,1,18_to_25
851,Male,63,Caucasian,0,0,0,1,M,False,6,0,45_to_65
2166,Female,30,African-American,0,0,0,8,F,False,2,1,25_to_45
2549,Male,61,African-American,0,0,0,1,M,False,3,0,45_to_65
6391,Male,24,African-American,0,0,0,2,M,True,50,1,18_to_25
131,Male,22,African-American,1,0,0,2,F,True,31,1,18_to_25
1310,Female,22,Caucasian,0,0,0,1,F,False,2,0,18_to_25
9504,Male,36,African-American,0,0,2,7,M,False,8,0,25_to_45
2115,Male,44,Caucasian,0,0,0,0,M,False,1,0,25_to_45
263,Male,55,Caucasian,0,0,0,1,F,False,19,0,45_to_65
